lemma,Count,part_of_speech,hypernyms
prurigo,7,noun,skin disease
pruritus,8,noun,itch
pruritus ani,12,noun,pruritus
pruritus vulvae,15,noun,pruritus
prussian,8,noun,german
prussian asparagus,18,noun,star-of-bethlehem
prussian blue,13,noun,pigment|blue
prussic acid,12,noun,acid
pry,3,noun,lever
pry,3,verb,open|ask|search|extort
pry bar,7,noun,lever
prying,6,noun,curiousness
prying,6,verb,open|ask|search|extort
przevalski's horse,18,noun,wild horse
przewalski's horse,18,noun,wild horse
ps,2,noun,note|chemical element|letter
psa,3,noun,protein
psa blood test,14,noun,blood test
psalm,5,noun,sacred text
psalm,5,verb,sing
psalmist,8,noun,composer
psalmody,8,noun,singing
psalms,6,noun,sacred text
psalms,6,verb,sing
psalter,7,noun,prayer book
psalterium,10,noun,stomach
psaltery,8,noun,stringed instrument
psaltriparus,12,noun,bird genus
psammoma,8,noun,tumor
psenes,6,noun,fish genus
psephologist,12,noun,sociologist
psephology,10,noun,sociology
psephurus,9,noun,fish genus
psephurus gladis,16,noun,ganoid
psetta,6,noun,fish genus
psetta maxima,13,noun,lefteye flounder
psettichthys,12,noun,fish genus
psettichthys melanostichus,26,noun,sole
pseud,5,noun,deceiver
pseudacris,10,noun,amphibian genus
pseudaletia,11,noun,arthropod genus
pseudaletia unipuncta,21,noun,caterpillar|noctuid moth
pseudechis,10,noun,reptile genus
pseudechis porphyriacus,23,noun,elapid
pseudemys,9,noun,reptile genus
pseudemys concinna,18,noun,turtle
pseudemys rubriventris,22,noun,turtle
pseudemys scripta,17,noun,turtle
pseudepigrapha,14,noun,sacred text
pseudo,6,noun,deceiver
pseudobombax,12,noun,dilleniid dicot genus
pseudobombax ellipticum,23,noun,tree
pseudobulb,10,noun,enlargement
pseudocarp,10,noun,fruit
pseudococcidae,14,noun,arthropod family
pseudococcus,12,noun,arthropod genus
pseudococcus comstocki,22,noun,mealybug
pseudococcus fragilis,21,noun,mealybug
pseudocolus,11,noun,fungus genus
pseudocolus fusiformis,22,noun,stinkhorn
pseudocyesis,12,noun,physical condition
pseudoephedrine,15,noun,alkaloid
pseudohallucination,19,noun,hallucination
pseudohermaphrodite,19,noun,bisexual
pseudohermaphroditism,21,noun,birth defect
pseudohypertrophic dystrophy,28,noun,muscular dystrophy
pseudolarix,11,noun,gymnosperm genus
pseudolarix amabilis,20,noun,conifer
pseudomonad,11,noun,eubacteria
pseudomonadales,15,noun,animal order
pseudomonas,11,noun,bacteria genus
pseudomonas pyocanea,20,noun,bacteria species
pseudomonas solanacearum,24,noun,pseudomonad
pseudomonodaceae,16,noun,bacteria family
pseudonym,9,noun,name
pseudophloem,12,noun,plant tissue
pseudopleuronectes,18,noun,fish genus
pseudopleuronectes americanus,29,noun,righteye flounder
pseudopod,9,noun,process
pseudopodium,12,noun,process
pseudorubella,13,noun,disease
pseudoryx,9,noun,mammal genus
pseudoryx nghetinhensis,23,noun,bovid
pseudoscience,13,noun,fallacy
pseudoscorpion,14,noun,arachnid
pseudoscorpiones,16,noun,animal order
pseudoscorpionida,17,noun,animal order
pseudosmallpox,14,noun,smallpox
pseudotaxus,11,noun,gymnosperm genus
pseudotaxus chienii,19,noun,yew
pseudotsuga,11,noun,gymnosperm genus
pseudotsuga macrocarpa,22,noun,douglas fir
pseudotsuga menziesii,21,noun,douglas fir
pseudovariola,13,noun,smallpox
pseudowintera,13,noun,magnoliid dicot genus
pseudowintera colorata,22,noun,shrub
psi,3,noun,pressure unit|letter
psi particle,12,noun,meson
psidium,7,noun,dicot genus
psidium cattleianum,19,noun,fruit tree
psidium guajava,15,noun,fruit tree
psidium guineense,17,noun,fruit tree
psidium littorale,17,noun,fruit tree
psidium littorale longipes,26,noun,fruit tree
psilocin,8,noun,hallucinogen
psilocybin,10,noun,hallucinogen
psilomelane,11,noun,mineral
psilophytaceae,14,noun,fern family
psilophytales,13,noun,plant order
psilophyte,10,noun,vascular plant
psilophyton,11,noun,vascular plant
psilopsida,10,noun,class
psilosis,8,noun,disorder|bodily process;epilation
psilotaceae,11,noun,fern family
psilotales,10,noun,plant order
psilotatae,10,noun,class
psilotum,8,noun,fern genus
psilotum nudum,14,noun,whisk fern
psithyrus,9,noun,arthropod genus
psittacidae,11,noun,bird family
psittaciformes,14,noun,animal order
psittacosaur,12,noun,ceratopsian
psittacosaurus,14,noun,ceratopsian
psittacosis,11,noun,animal disease|atypical pneumonia
psittacula,10,noun,bird genus
psittacula krameri,18,noun,parakeet
psittacus,9,noun,bird genus
psittacus erithacus,19,noun,parrot
psoas,5,noun,skeletal muscle
psocid,6,noun,psocopterous insect
psocidae,8,noun,arthropod family
psocoptera,10,noun,animal order
psocopterous insect,19,noun,insect
psophia,7,noun,bird genus
psophia crepitans,17,noun,trumpeter
psophiidae,10,noun,bird family
psophocarpus,12,noun,rosid dicot genus
psophocarpus tetragonolobus,27,noun,vine
psoralea,8,noun,rosid dicot genus
psoralea esculenta,18,noun,herb
psoriasis,9,noun,skin disease
psoriatic arthritis,19,noun,rheumatoid arthritis
pst,3,noun,civil time
psych up,8,verb,agitate
psyche,6,noun,cognition|spirit
psychedelia,11,noun,subculture
psychedelic drug,16,noun,psychoactive drug
psychedelic rock,16,noun,rock 'n' roll
psychiatric hospital,20,noun,hospital
psychiatrist,12,noun,specialist
psychiatry,10,noun,medicine
psychic,7,noun,occultist
psychic communication,21,noun,communication
psychic energy,14,noun,motivation
psychic phenomena,17,noun,psychic communication
psychic phenomenon,18,noun,psychic communication
psychic trauma,14,noun,psychological state
psychical communication,23,noun,communication
psycho,6,noun,sick person
psychoactive drug,17,noun,drug
psychoactive substance,22,noun,drug
psychoanalyse,13,verb,treat
psychoanalysis,14,noun,psychotherapy
psychoanalyst,13,noun,psychiatrist
psychoanalytic process,22,noun,human process
psychoanalyze,13,verb,treat
psychobabble,12,noun,jargon
psychodelic drug,16,noun,psychoactive drug
psychodid,9,noun,gnat
psychodidae,11,noun,arthropod family
psychodynamics,14,noun,interrelation|social psychology
psychogalvanic response,23,noun,reaction
psychogenesis,13,noun,growth|growth
psychogenic fugue,17,noun,dissociative disorder
psychokinesis,13,noun,psychic phenomena
psycholinguist,14,noun,linguist;psychologist
psycholinguistics,17,noun,cognitive psychology
psychological condition,23,noun,condition
psychological disorder,22,noun,disorder
psychological feature,21,noun,abstraction
psychological medicine,22,noun,medicine
psychological moment,20,noun,moment
psychological operation,23,noun,operation
psychological science,21,noun,science
psychological state,19,noun,condition
psychological warfare,21,noun,war
psychologist,12,noun,scientist
psychology,10,noun,science
psychology department,21,noun,academic department
psychometric test,17,noun,mental measurement
psychometrics,13,noun,psychology
psychometrika,13,noun,psychology
psychometry,11,noun,psychology
psychomotor development,23,noun,growth
psychomotor epilepsy,20,noun,epilepsy
psychoneurosis,14,noun,mental disorder
psychoneurotic,14,noun,sick person
psychonomics,12,noun,psychology
psychopath,10,noun,neurotic
psychopathic personality,24,noun,personality disorder
psychopathology,15,noun,psychology|medicine
psychopathy,11,noun,psychological state
psychopharmacology,18,noun,pharmacology
psychophysicist,15,noun,psychologist
psychophysics,13,noun,experimental psychology
psychophysiology,16,noun,psychology
psychopomp,10,noun,imaginary being
psychopsis,10,noun,monocot genus
psychopsis krameriana,21,noun,butterfly orchid
psychopsis papilio,18,noun,butterfly orchid
psychosexual development,24,noun,growth
psychosexuality,15,noun,representation
psychosis,9,noun,mental illness
psychosomatic disorder,22,noun,mental disorder
psychosurgery,13,noun,brain surgery
psychotherapeutics,18,noun,psychiatry
psychotherapist,15,noun,therapist
psychotherapy,13,noun,psychiatry|therapy
psychotherapy group,19,noun,meeting
psychotic,9,noun,sick person
psychotic belief,16,noun,psychological state
psychotic depression,20,noun,depressive disorder
psychotic person,16,noun,sick person
psychotria,10,noun,asterid dicot genus
psychotria capensis,19,noun,tree
psychotropic agent,18,noun,drug
psychrometer,12,noun,hygrometer
psylla,6,noun,plant louse
psyllid,7,noun,plant louse
psyllidae,9,noun,arthropod family
psyllium,8,noun,plantain
psyop,5,noun,operation
pt,2,noun,noble metal
pt boat,7,noun,torpedo boat
ptarmigan,9,noun,grouse
pteretis,8,noun,fern genus
pteretis struthiopteris,23,noun,fern
pteridaceae,11,noun,fern family
pteridium,9,noun,fern genus
pteridium aquilinum,19,noun,fern
pteridium esculentum,20,noun,fern
pteridologist,13,noun,expert
pteridology,11,noun,botany
pteridophyta,12,noun,division
pteridophyte,12,noun,vascular plant
pteridosperm,12,noun,gymnosperm
pteridospermae,14,noun,taxonomic group
pteridospermaphyta,18,noun,taxonomic group
pteridospermopsida,18,noun,class
pteriidae,9,noun,mollusk family
pterion,7,noun,craniometric point
pteris,6,noun,fern genus
pteris cretica,14,noun,fern
pteris multifida,16,noun,fern
pteris serrulata,16,noun,fern
pternohyla,10,noun,amphibian genus
pternohyla fodiens,18,noun,tree toad
pterocarpus,11,noun,rosid dicot genus
pterocarpus angolensis,22,noun,tree
pterocarpus indicus,19,noun,tree
pterocarpus macrocarpus,23,noun,tree
pterocarpus marsupium,21,noun,tree
pterocarpus santalinus,22,noun,tree
pterocarya,10,noun,dicot genus
pterocarya fraxinifolia,23,noun,wing nut
pterocles,9,noun,bird genus
pterocles alchata,17,noun,sandgrouse
pterocles indicus,17,noun,sandgrouse
pteroclididae,13,noun,bird family
pterocnemia,11,noun,bird genus
pterocnemia pennata,19,noun,ratite
pterodactyl,11,noun,pterosaur
pterodactylidae,15,noun,reptile family
pterodactylus,13,noun,reptile genus
pterois,7,noun,fish genus
pteropogon,10,noun,herb
pteropogon humboltianum,23,noun,herb
pteropsida,10,noun,division
pteropus,8,noun,mammal genus
pteropus capestratus,20,noun,fruit bat
pteropus hypomelanus,20,noun,fruit bat
pterosaur,9,noun,archosaur
pterosauria,11,noun,animal order
pterospermum,12,noun,dilleniid dicot genus
pterospermum acerifolium,24,noun,tree
pterostylis,11,noun,monocot genus
pteroylglutamic acid,20,noun,b-complex vitamin
pteroylmonoglutamic acid,24,noun,b-complex vitamin
pterygium,9,noun,conjunctiva
pterygoid muscle,16,noun,skeletal muscle
pterygoid plexus,16,noun,plexus
pterygoid process,17,noun,process
ptilocercus,11,noun,mammal genus
ptilocrinus,11,noun,echinoderm genus
ptilonorhynchidae,17,noun,bird family
ptilonorhynchus,15,noun,bird genus
ptilonorhynchus violaceus,25,noun,bowerbird
ptloris,7,noun,bird genus
ptloris paradisea,17,noun,bird of paradise
pto,3,noun,device
ptolemaic dynasty,17,noun,dynasty
ptolemaic system,16,noun,model
ptolemy,7,noun,dynasty
ptomain,7,noun,amine
ptomaine,8,noun,amine|food poisoning
ptomaine poisoning,18,noun,food poisoning
ptosis,6,noun,prolapse
ptsd,4,noun,anxiety disorder
ptyalin,7,noun,amylase
ptyalise,8,verb,expectorate
ptyalism,8,noun,salivation
ptyalith,8,noun,calculus
ptyalize,8,verb,expectorate
ptyas,5,noun,reptile genus
ptyas mucosus,13,noun,rat snake
ptychozoon,10,noun,reptile genus
ptychozoon homalocephalum,25,noun,gecko
p-type semiconductor,20,noun,semiconductor device
pu,2,noun,chemical element
pub,3,noun,tavern
pub crawl,9,noun,tour
pub-crawl,9,verb,drink
puberty,7,noun,time of life
pubes,5,noun,area|bone
pubescence,10,noun,time of life
pubic bone,10,noun,bone
pubic hair,10,noun,hair
pubic louse,11,noun,louse
pubic region,12,noun,area
pubis,5,noun,bone
public,6,noun,people|body
public address system,21,noun,communication system
public assistance,17,noun,aid
public charity,14,noun,charity
public convenience,18,noun,facility;toilet
public debate,13,noun,public speaking
public debt,11,noun,debt
public defender,15,noun,lawyer
public discussion,17,noun,discussion
public domain,13,noun,property right
public easement,15,noun,easement
public executioner,18,noun,killer
public exposure,15,noun,transmission
public eye,10,noun,prominence
public figure,13,noun,important person
public holiday,14,noun,holiday
public house,12,noun,tavern
public housing,14,noun,housing development
public knowledge,16,noun,cognition
public lavatory,15,noun,facility;toilet
public law,10,noun,law
public lecture,14,noun,address
public library,14,noun,library
public mover,12,noun,company
public nudity,13,noun,misdemeanor
public nuisance,15,noun,nuisance
public office,13,noun,position
public opinion,14,noun,belief
public opinion poll,19,noun,inquiry
public presentation,19,noun,show
public press,12,noun,print media
public property,15,noun,property
public prosecutor,17,noun,lawyer;official
public relations,16,noun,promotion
public relations man,20,noun,publicist
public relations person,23,noun,person
public school,13,noun,school|secondary school
public security,15,noun,security
public servant,14,noun,employee
public service,14,noun,service|employment
public speaker,14,noun,speaker
public speaking,15,noun,address
public square,13,noun,tract|marketplace
public toilet,13,noun,facility;toilet
public transit,14,noun,transportation system
public transport,16,noun,conveyance
public treasury,15,noun,treasury
public trust,12,noun,trust
public utility,14,noun,service
public utility company,22,noun,service
public violence,15,noun,violence
public works,12,noun,structure
publican,8,noun,bartender
publication,11,noun,work|printing|communication|commercial enterprise
publicise,9,verb,announce|tell
publicised,10,verb,announce|tell
publiciser,10,noun,communicator
publicist,9,noun,communicator
publicity,9,noun,message|quality
publicity man,13,noun,publicist
publicize,9,verb,tell|announce
publicized,10,verb,tell|announce
publicizer,10,noun,communicator
publicizing,11,noun,commercial enterprise
publicizing,11,verb,tell|announce
public-relations campaign,25,noun,advertising campaign
public-service corporation,26,noun,service
publish,7,verb,produce|publicize|create verbally
published,9,verb,produce|publicize|create verbally
publisher,9,noun,firm|professional|owner
publishing,10,noun,commercial enterprise
publishing,10,verb,produce|publicize|create verbally
publishing company,18,noun,firm
publishing conglomerate,23,noun,conglomerate
publishing empire,17,noun,conglomerate
publishing firm,15,noun,firm
publishing house,16,noun,firm
pubococcygeus exercises,23,noun,exercise
puccinia,8,noun,fungus genus
puccinia graminis,17,noun,rust
pucciniaceae,12,noun,fungus family
puccoon,7,noun,herb|herb
puce,4,noun,brown
puck,4,noun,fairy|disk
pucker,6,noun,fold
pucker,6,verb,wrinkle|sew|wrinkle
